"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"184",3350493699,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592882","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.25,-119.98,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07CC249",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.29,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"185",3350493698,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592846","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.53,-119.81,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDLR001",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.289,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"186",3350477975,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592908","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.1,-119.48,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07KE1022",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.274,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"187",3350477974,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592881","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.25,-119.98,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07CC222",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.274,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"188",3350477973,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592845","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.34,-119.66,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07CAUX1234",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.273,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"189",3350459669,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592918","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.28,-119.62,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10LTLK010",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.613,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"190",3350459668,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592891","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.51,-119.8,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDBG004",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.613,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"191",3350459667,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592855","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB05111012",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.612,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"192",3350442707,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592917","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.28,-119.62,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10LTLK014",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.703,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"193",3350442706,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592890","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.51,-119.8,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDBG001",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.703,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"194",3350442705,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592854","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB05141006",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.702,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"195",3350432663,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592916","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.28,-119.62,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10LTLK013",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.759,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"196",3350432662,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592853","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB05141005",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.758,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"197",3350428850,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592915","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.55,-119.83,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDUR007",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.572,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"198",3350428849,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592852","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB05141002",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.571,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"199",3350427539,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592901","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.1,-119.48,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07KE809",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.554,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"200",3350427538,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592893","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.1,-119.48,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07KE623",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.623,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"201",3350427537,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592857","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07CHL268",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.623,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"202",3350414634,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592913","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.55,-119.83,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDUR010",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.418,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"203",3350414633,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592869","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.25,-119.98,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07ST034",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:38:00.024,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"204",3350414632,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592850","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.53,-119.81,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDLR005",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.418,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"205",3350411703,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592919","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.28,-119.62,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10LTLK011",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.581,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"206",3350411702,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592900","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.1,-119.48,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07KE808",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.77,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"207",3350411701,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592892","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.1,-119.48,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07KE510",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.58,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"208",3350411700,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592856","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07CHL265",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.579,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"209",3350395793,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592914","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.55,-119.83,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDUR006",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.78,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"210",3350395792,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592851","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB05141001",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.778,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"211",3350391595,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592911","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.55,-119.83,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDUR008",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.274,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"212",3350391594,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592867","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.33,-119.7,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07CHU386",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.77,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"213",3350383757,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592912","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.55,-119.83,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10HDUR009",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:37:59.291,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"214",3350383756,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592868","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.25,-119.98,NA,NA,NA,NA,NA,NA,"2007-07-30",30,7,2007,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB07ST018",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.553,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"215",3349710135,"d8cd16ba-bb74-4420-821e-083f2bac17c2","EU522685","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","Nevada, Continental Lake","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2170749,2170749,"PRESERVED_SPECIMEN","","","Hedin Lab, San Diego State University",NA,"",NA,"CC_BY_4_0","","","",NA,2024-02-10 12:36:27.64,"","TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"216",3347584603,"d8cd16ba-bb74-4420-821e-083f2bac17c2","KM592922","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus","Habronattus americanus",NA,"SPECIES","Habronattus americanus (Keyserling, 1885)","Habronattus americanus","","US","CA","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",38.28,-119.62,NA,NA,NA,NA,NA,NA,"2010-07-30",30,7,2010,2170749,2170749,"PRESERVED_SPECIMEN","","","GSB10LTLK120",NA,"G.S. Blackburn",NA,"CC_BY_4_0","","G.S. Blackburn","",NA,2024-02-10 12:36:53.581,"","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
